feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,target
-1.245,30.4936,0.8679,-1.4089,1.2169,0.868,0.8383,16830,189.6463,3132,0.196,-1.0366,0.2661,-0.6017,4.0693,235
0.0419,-11.6158,1.3001,0.3596,1.0425,1.3002,0.3992,15624,187.2181,243,-0.2603,-0.1354,0.0366,1.1543,71.7975,9
-0.982,-9.5633,0.0539,0.9231,0.0691,0.054,0.0542,14536,184.0171,1862,-0.9277,-0.8245,0.1919,0.651,14.0241,101
-2.4855,-2.0967,0.1584,-2.2084,0.4583,0.1585,0.2442,11022,166.1851,1344,0.6413,2.1856,0.1443,-1.8792,59.776,85
-1.8361,7.437,-1.7096,1.7418,-1.3146,-1.7095,0.3276,17072,193.4373,231,1.0527,0.1299,0.0385,0.6671,78.3879,5
-0.6211,6.2286,0.5748,1.0585,-0.588,0.5749,1.1003,9600,157.4868,332,0.7143,1.1622,0.0476,0.313,96.3795,15
0.4545,37.9697,-0.8164,-0.2418,-0.6167,-0.8163,-1.4259,8415,154.8171,2392,1.6235,0.1281,0.219,-0.3311,-5.9261,142
0.0919,39.1385,-0.4139,-0.7673,-0.6462,-0.4138,0.0176,9263,158.6057,2884,-1.5644,-0.5407,0.2692,0.3328,14.0241,160
0.8465,-2.0223,1.2893,-0.3675,1.471,1.2894,-0.265,18914,196.0846,336,0.0251,0.6622,0.0471,-0.3574,96.3795,15
0.4708,32.6604,-1.1738,-2.0439,0.1678,-1.1737,-0.1814,9699,159.2462,1445,1.1233,0.035,0.1977,-1.4436,67.4808,76
-1.2071,11.7906,-0.4354,-0.0606,-0.7694,-0.4353,-1.9974,13260,170.529,3024,-1.3876,-0.3242,0.2389,-2.2964,-5.9261,208
1.3894,2.5747,-1.1264,-1.9686,1.9101,-1.1263,-1.2453,9322,156.9986,702,1.2758,-1.4248,0.1139,0.4787,86.2761,29
-0.5623,6.6679,-0.332,0.2266,-0.4718,-0.3319,1.1186,16926,187.2444,1128,-1.5691,0.8125,0.1263,1.4613,80.7973,72
1.764,1.6829,0.2271,-1.497,-1.4187,0.2272,-0.1557,14320,180.7188,2800,-0.5278,0.5545,0.2212,-0.1857,4.0693,147
-0.2662,43.9708,0.6745,0.3128,0.9271,0.6746,-0.9422,11022,166.2674,2678,0.3439,0.2413,0.25,1.4582,33.4151,149
-0.2779,24.9802,0.8833,-1.4973,-0.146,0.8834,0.0886,10752,165.0188,940,1.5274,-1.0576,0.1053,-1.2236,86.2761,49
-1.142,46.8036,-1.3778,-0.2741,1.4287,-1.3777,-1.6205,14842,183.5789,3132,1.7058,1.092,0.2661,-0.4464,-5.9261,195
-0.6421,20.3755,-0.6657,1.2834,0.4555,-0.6656,1.6618,10044,162.4208,1344,-1.2725,-1.4517,0.1443,0.9556,51.474,75
0.6833,-20.7079,-1.606,-1.3719,-0.2124,-1.6059,0.0545,18818,192.5986,1209,-0.4673,-0.4338,0.1383,0.5734,51.474,45
-0.0899,22.0061,0.6776,-1.3147,0.4866,0.6777,-0.2103,7992,147.9285,504,0.0492,1.2203,0.0706,-1.0575,98.56,26
-1.0133,21.1435,0.0484,0.7305,-1.8467,0.0485,0.3878,10004,163.9595,1218,1.3507,2.0077,0.1591,-0.0472,80.7973,57
1.9383,32.7918,0.7707,1.4969,-0.2651,0.7708,-2.0743,16770,194.7171,1710,-0.5539,-0.3518,0.1875,2.3449,51.474,79
1.0859,2.2402,-0.2383,0.3266,0.1304,-0.2382,0.3557,15120,182.6777,819,-0.9604,0.4669,0.0978,0.0401,86.2761,48
1.6565,21.3057,-0.7541,0.2264,1.4954,-0.754,1.05,10496,166.4258,164,0.4788,1.7292,0.0241,-0.8852,84.1951,5
-0.0829,54.8765,-1.7309,0.5588,-1.2583,-1.7308,-0.9636,16643,190.827,2100,0.1916,0.0876,0.2079,-0.7461,4.0693,108
0.8776,-7.8302,-0.8391,0.651,0.1045,-0.839,0.6743,14661,182.738,2550,0.1984,0.0943,0.2427,-1.8713,33.4151,129
-1.0466,36.0446,2.0141,0.0623,0.3077,2.0142,-0.4685,12425,172.7474,1274,0.7366,0.3189,0.1522,1.8433,33.4151,70
0.6464,25.7793,-0.5287,1.6455,1.4489,-0.5286,-0.3783,19206,196.4962,828,0.3144,-0.9491,0.0968,-0.3184,90.8927,54
1.8991,28.6301,1.664,2.6903,-0.9447,1.6641,0.6848,14240,178.7037,581,-0.6731,1.4136,0.0833,-0.797,99.9547,23
-1.3839,7.486,1.0973,0.8287,1.0119,1.0974,1.385,12168,173.6599,2163,0.4515,0.5962,0.2019,0.1342,51.474,113
0.0351,8.6914,-1.246,-0.2514,0.9502,-1.2459,-1.1112,17017,187.689,3304,0.6294,1.2724,0.2353,0.6408,-15.8623,242
0.5744,15.0599,1.3411,0.1795,0.1,1.3412,0.3618,9027,154.7957,1440,-0.2126,1.2029,0.1758,0.1966,67.4808,81
0.1956,16.3177,0.2788,-0.9676,-0.1621,0.2789,-0.4694,12728,172.0815,2300,-0.012,1.2596,0.2277,0.3154,59.776,119
-0.5864,7.0104,0.326,-0.083,0.1007,0.3261,0.9399,13884,178.0386,1455,-0.6115,-0.6481,0.1531,-0.2547,42.6577,73
0.4018,4.5566,-0.0427,-0.3391,-0.1195,-0.0426,0.5597,10332,163.3776,930,-2.1535,-0.0068,0.1064,-0.5577,80.7973,48
1.3091,27.6144,-0.6673,0.6703,0.98,-0.6672,0.3758,15272,185.6768,80,-0.3339,-0.242,0.0123,0.8294,19.954,3
-1.5123,45.0257,-1.2543,0.4509,-0.917,-1.2542,-1.1643,11620,166.9998,3103,-0.3301,0.4973,0.2685,0.4169,-15.8623,176
1.078,16.3446,-0.5509,0.4638,-1.4018,-0.5508,2.5534,9796,158.4416,595,0.0437,-0.2388,0.0814,-1.0346,99.7557,29
0.9897,10.6624,0.0136,-1.0765,0.8947,0.0137,-1.4203,15834,183.8388,2310,-1.2465,0.7493,0.2075,0.746,23.8387,141
-1.5621,3.1041,-0.3692,-0.4038,-0.8111,-0.3691,1.4532,12950,175.1636,1545,2.3982,-0.2498,0.1442,0.9861,23.8387,150
0.8979,10.6125,0.829,-0.6524,0.3293,0.8291,1.6848,12040,170.4033,1748,-2.1104,2.3915,0.2043,-0.5603,42.6577,91
-0.0238,25.9696,-1.13,3.3913,-0.9858,-1.1299,0.341,13067,177.8396,2222,1.3364,-0.3541,0.2157,-1.6004,14.0241,136
-0.5092,-9.9151,3.2522,-0.5982,-2.2601,3.2523,0.7773,15120,180.1664,1001,0.2686,-0.3027,0.1196,-0.4175,86.2761,37
-1.2123,-24.393,0.1675,-1.4909,-1.6481,0.1676,-0.2003,17204,189.8676,616,1.1501,0.0935,0.0787,-0.7082,94.6013,28
0.6917,-5.5404,-0.4042,0.6858,-0.1659,-0.4041,0.8114,18818,193.0413,1034,0.1659,0.7497,0.1158,0.5083,67.4808,43
0.7963,36.0141,-2.1041,1.2082,-1.1031,-2.104,-0.3065,14480,181.4479,1152,-0.1276,0.9228,0.1237,0.5485,74.5113,65
-0.1268,40.2052,-2.258,1.2505,0.317,-2.2579,0.2848,11454,164.7121,3240,-0.2155,0.8282,0.2752,0.4523,-5.9261,216
-0.5364,19.1699,0.2065,-0.857,-1.4509,0.2066,-0.0443,12283,170.2147,1900,-1.4344,0.5375,0.1881,0.0367,23.8387,98
-0.3287,47.4048,0.5251,-0.3848,0.9812,0.5252,-0.2088,8109,155.5577,2323,-0.2814,-1.1898,0.2255,-0.3784,42.6577,126
0.9108,21.2843,0.0655,-0.8893,0.6475,0.0656,-0.1111,9177,157.2381,1536,-0.0754,-0.091,0.1649,-1.0355,42.6577,81
-0.1752,-7.9722,0.3081,1.335,-0.42,0.3082,-0.2921,19110,193.2292,510,1.9353,1.1675,0.0698,0.2973,99.155,27
-1.6024,32.0361,-1.0581,0.7433,-0.5847,-1.058,0.1393,8568,153.4953,736,0.8357,0.2517,0.086,1.9653,86.2761,43
-0.7191,32.6603,1.0754,-1.8669,-0.9414,1.0755,-0.5782,11620,164.1008,1995,0.8429,-0.856,0.1792,-0.7275,51.474,107
-0.0751,27.9325,-1.3987,-0.0983,-0.13,-1.3986,-0.5556,10624,167.6453,1782,-0.7622,-0.1839,0.18,0.4149,42.6577,97
0.8262,19.5963,-1.4927,-1.4079,-0.6895,-1.4926,-0.3658,11356,166.5104,801,-0.1673,1.351,0.1,0.1179,94.6013,38
0.317,37.0414,-0.6619,0.3782,-0.3873,-0.6618,1.2447,17388,186.2999,2625,0.251,0.0827,0.2358,-1.5373,-5.9261,178
1.6477,7.7563,-0.3499,0.744,0.1293,-0.3498,0.545,11830,170.3493,3024,1.4627,1.3383,0.2569,0.6362,4.0693,172
1.4081,19.924,0.3457,-0.17,0.4501,0.3458,-0.4471,10168,163.2083,920,0.3992,0.4832,0.1075,-0.4799,86.2761,47
-0.3672,5.3758,2.1701,2.2548,-0.2007,2.1702,0.71,17112,185.3752,630,-0.1307,-0.1468,0.0769,-0.5564,96.3795,23
-0.723,-1.6766,1.3507,-1.3235,-1.956,1.3508,-0.5803,18142,192.5178,410,0.4723,-1.3838,0.0602,-2.0641,99.155,16
-1.8611,33.1463,-0.8407,0.7546,0.7029,-0.8406,-0.3718,19107,192.1641,2568,-1.0785,-0.3958,0.2222,3.2408,14.0241,155
1.8121,-5.465,-0.5857,-0.6635,0.1628,-0.5856,0.367,15438,185.6398,3074,1.4334,0.6401,0.271,0.7958,-5.9261,187
-1.3086,16.8644,-0.3812,-1.3377,-1.689,-0.3811,-0.4079,12283,169.4933,1919,0.1076,-0.5693,0.1863,-0.2337,4.0693,101
-1.298,1.8046,-1.4429,-0.2531,-0.1769,-1.4428,0.127,9120,159.4764,255,-0.4955,-0.648,0.0349,-0.7,84.1951,11
-0.3612,33.0642,1.5309,0.3179,0.626,1.531,-1.3262,8949,155.8751,1692,1.72,-1.2697,0.1895,-0.4192,33.4151,95
-0.1222,27.8893,-0.3351,-0.6345,0.3954,-0.335,-0.8146,13650,174.4723,2472,-1.0931,0.1223,0.2308,1.2994,23.8387,142
0.4092,38.6603,1.1458,-0.4398,-1.1616,1.1459,0.7233,10004,163.5823,2520,1.0849,-1.5406,0.2264,-1.4536,4.0693,147
1.5871,19.8653,-0.8832,-0.6048,1.2073,-0.8831,2.2216,18142,194.1451,1472,-1.9836,1.5941,0.172,0.846,23.8387,81
0.9692,20.1556,0.1847,2.0659,-1.0616,0.1848,0.1838,19502,200.1187,435,-0.1266,1.891,0.0568,0.9399,98.56,21
-0.035,-7.9231,-0.4694,1.2771,-0.7212,-0.4693,0.6999,11288,164.9891,375,0.6461,1.3807,0.0658,0.2337,98.56,13
-0.5213,7.3236,-0.2305,0.7897,-0.0118,-0.2304,1.2963,14141,179.0122,672,1.7678,-0.9922,0.0941,0.8079,97.3645,22
0.2553,-5.6716,-0.4862,0.3762,0.4064,-0.4861,-0.1335,16471,177.4197,688,-0.4523,0.4803,0.092,-0.3182,99.155,31
-0.4376,-1.7903,0.4792,-0.8487,1.4275,0.4793,-0.4102,9420,156.5964,1312,-0.3733,0.4887,0.1928,0.4369,42.6577,54
-1.0049,29.6484,1.4735,-0.9461,-0.6047,1.4736,-0.3544,11424,166.5342,2300,-0.0701,0.7144,0.2277,0.6877,14.0241,120
-0.0698,22.473,-1.5826,1.0289,0.7976,-1.5825,-0.4809,9660,162.2367,1316,-0.2474,-0.5498,0.1474,-0.7017,59.776,74
-0.2088,14.9778,-0.0807,-0.0157,-0.2916,-0.0806,-1.1443,9672,156.6095,3024,1.7646,1.9738,0.2389,-2.0194,-5.9261,210
-0.7428,6.9366,-1.5104,-0.7703,0.8656,-1.5103,0.0982,11154,169.9659,2496,-0.1675,-0.2114,0.2286,-0.0554,4.0693,147
-2.1485,15.7162,-0.7043,0.3623,-0.8122,-0.7042,1.7354,17765,187.222,2625,0.9857,0.2015,0.2358,0.7259,14.0241,148
-0.2527,5.5004,0.485,0.983,-0.5353,0.4851,0.4438,9381,158.3364,552,-0.4916,0.1582,0.0645,-0.1422,84.1951,27
0.421,15.5943,-0.2228,0.7261,0.4542,-0.2227,-1.4287,10521,166.3672,1504,-0.6131,-1.9948,0.1684,-1.145,59.776,78
-0.4519,27.0953,0.1871,0.0511,1.3829,0.1872,1.2872,14080,175.3914,2553,0.5591,0.6281,0.2054,0.7749,42.6577,179
-1.1877,4.5828,0.3123,-1.956,0.4408,0.3124,-1.0518,11970,170.8693,1940,1.2452,-0.541,0.2041,0.0305,33.4151,98
0.0634,34.7053,0.5155,2.3039,0.1565,0.5156,0.2834,16653,185.382,3248,-0.1267,1.4639,0.2393,0.4429,4.0693,205
-0.9384,32.7365,-1.7473,-0.6489,0.803,-1.7472,-1.6294,13825,175.4712,2775,0.9685,0.9886,0.2232,0.7258,-5.9261,182
1.4895,14.8726,0.0256,-0.3023,-2.016,0.0257,1.0127,17563,194.0079,3136,-0.5301,-1.6091,0.2478,-0.9626,4.0693,200
1.2759,31.7227,0.2014,-2.0427,1.5821,0.2015,0.6527,12456,175.4754,1536,0.9905,-0.7261,0.1649,-1.2543,67.4808,76
-0.4716,32.1706,1.4129,-0.8812,-0.4186,1.413,-0.6902,9394,152.3297,3103,-0.5508,-0.1008,0.2685,1.2514,14.0241,189
-0.7418,28.2706,0.5656,0.148,-0.3051,0.5657,0.2333,11256,167.0576,1358,0.4482,-0.4009,0.1429,-1.5594,67.4808,76
0.2997,42.2019,-0.2165,1.2228,-0.2544,-0.2164,-0.7346,17199,189.826,2592,-0.1783,-0.6511,0.2202,-0.5552,33.4151,193
0.2949,33.7665,-0.7808,0.0193,-1.2556,-0.7807,-1.2311,9720,161.5562,1818,-1.5494,-1.1001,0.1765,0.9603,42.6577,100
-0.8788,20.3585,0.5744,-0.0019,0.0222,0.5745,2.2533,19482,193.552,1410,0.1391,0.0063,0.1579,-1.1621,67.4808,85
0.2758,36.5466,-0.5961,0.3066,-1.5261,-0.596,0.2443,12802,171.333,3136,-0.7128,1.1364,0.2478,1.1366,23.8387,199
-0.9371,-4.6912,-0.1306,-0.1487,0.3164,-0.1305,0.0875,15660,177.152,752,1.6651,-0.6962,0.0842,-3.4252,94.6013,37
-0.3751,-0.0594,-1.7057,0.6468,0.8084,-1.7056,0.9297,19701,199.9682,2079,0.1297,-0.0937,0.21,0.2724,14.0241,130
1.7812,1.511,1.1598,0.2285,0.5277,1.1599,0.0661,11189,168.2076,425,1.5447,-0.6161,0.0581,0.7811,93.2361,22
-0.2546,-19.9964,-0.188,-0.2945,1.0643,-0.1879,0.6155,14661,177.8383,900,1.0802,-0.9835,0.1099,0.0639,86.2761,47
-0.8446,45.5526,2.0375,-0.7378,0.8447,2.0376,-1.5284,12888,179.2344,2828,-0.8343,-0.1489,0.2745,-0.366,4.0693,166
0.3799,-2.1438,-0.4827,-0.2259,-1.2766,-0.4826,-0.2795,12240,170.488,1020,1.1953,-0.6815,0.0971,-0.0184,86.2761,57
0.1241,3.0818,-0.1572,-0.7038,0.3489,-0.1571,-0.3363,15288,179.3421,480,-1.0083,-0.3927,0.0741,-0.3281,99.155,11
1.4888,26.4506,-0.3275,-1.1362,1.0998,-0.3274,0.1318,9699,163.9427,1818,0.439,-0.3218,0.1765,-0.9413,33.4151,103
-1.292,35.9782,1.2783,0.2888,-0.8422,1.2784,1.3932,14924,182.7895,2244,-1.164,1.7285,0.2136,-0.5668,42.6577,106
0.5709,9.3029,0.2503,0.4141,0.8488,0.2504,-0.0698,14299,179.8897,3210,-0.6293,0.6393,0.2778,0.1054,4.0693,180
1.7847,12.5796,0.2376,0.5637,0.2411,0.2377,0.3847,10725,164.5327,2700,1.3419,-0.4412,0.2294,0.485,-15.8623,160
0.4009,24.5802,0.348,0.1559,0.1963,0.3481,0.2471,9660,157.1833,2626,-0.2769,-0.6632,0.2549,-0.9343,23.8387,144
-0.0695,-0.718,2.1346,1.5653,-1.1021,2.1347,0.3648,18816,192.0049,497,2.6843,-0.2987,0.0972,1.0728,90.8927,13
0.3064,47.3135,0.3271,0.6163,0.5649,0.3272,-0.2365,14691,172.4721,1598,-0.2168,-0.0347,0.1789,-0.974,33.4151,106
-1.5526,40.4094,0.7113,-0.4354,0.4213,0.7114,-0.2979,9840,160.6029,2916,0.1931,1.0044,0.2477,1.6414,4.0693,162
-0.6778,46.5935,1.6343,2.2302,1.4939,1.6344,-0.8923,8372,160.2617,2968,1.2554,0.3315,0.2617,0.3603,4.0693,170
0.0069,57.5797,-1.1169,-0.1517,0.0458,-1.1168,1.3187,17955,189.6748,2834,0.4684,-0.7681,0.2364,1.0227,23.8387,217
0.2241,22.2763,1.9907,0.5658,-1.0816,1.9908,0.2753,9840,162.3534,261,1.5768,0.8957,0.0341,-0.2105,71.7975,14
0.3181,44.259,-0.4116,-0.0395,-0.3764,-0.4115,-0.3227,15088,188.1009,2178,-0.873,-0.8882,0.22,0.2757,33.4151,88
-0.0677,21.7172,0.3592,-0.0769,0.9296,0.3593,0.5451,16109,177.006,2175,0.2748,-0.8848,0.2841,1.6261,4.0693,150
-0.1427,-14.9988,0.1863,-1.2211,1.4421,0.1864,-0.5468,10304,159.2268,2448,0.4864,-0.0213,0.233,-0.6507,14.0241,143
-0.4527,27.7677,-0.8861,-0.1793,1.5999,-0.886,-1.3045,8316,153.5457,1764,-0.8477,0.8946,0.1818,0.7404,23.8387,96
-0.3067,-35.1873,-2.2563,-0.7505,1.1719,-2.2562,-0.624,16465,185.2424,860,-0.1358,-0.0503,0.1149,-2.4218,86.2761,41
-0.1673,17.2325,1.8799,-0.8398,-0.277,1.88,0.6758,17336,195.8842,445,-1.1906,-0.1397,0.0556,-1.115,99.7557,17
-0.3288,28.4571,1.1469,0.7185,-1.0058,1.147,-0.6396,9222,157.2222,2244,1.4148,-0.7436,0.2136,0.0075,33.4151,121
0.3009,8.3787,-0.7656,1.581,-1.0802,-0.7655,-0.0832,14062,180.3568,1824,-0.4,-0.1523,0.1959,-0.2316,51.474,90
1.0463,30.7766,-1.2994,-1.8378,-0.2875,-1.2993,1.3406,19305,198.0996,492,-0.1135,0.8235,0.0723,-1.2616,99.7557,24
-0.5224,21.8905,-1.3856,-1.2498,0.8336,-1.3855,0.5144,8532,157.1695,790,1.3188,-1.0785,0.125,0.0048,90.8927,24
1.4838,22.3701,0.7938,0.7568,-2.4967,0.7939,-0.0426,19107,195.1247,510,0.2556,0.0879,0.0698,-0.8512,98.56,24
0.8843,-16.0157,-0.5117,0.0239,1.5883,-0.5116,-1.6446,17578,187.2209,252,-0.8815,-0.7169,0.0353,0.9857,78.3879,11
-0.2648,-11.5705,0.5839,0.7254,0.0756,0.584,2.0415,13616,186.7941,940,-0.1906,0.6265,0.1053,1.696,90.8927,43
-2.1075,29.863,-0.1911,0.2507,0.9539,-0.191,-0.153,14742,180.0407,2310,-0.149,1.9442,0.2075,-0.5024,4.0693,121
-0.7455,4.7224,2.197,0.8256,0.7849,2.1971,-0.0372,13275,177.7326,704,0.3139,0.8533,0.0899,0.0286,90.8927,33
1.1229,11.8615,0.3346,-1.2027,1.5537,0.3347,-0.5606,16821,188.3336,2553,0.4564,-0.3593,0.2054,-0.6684,14.0241,154
-0.0353,-26.1315,-0.0222,-0.7537,0.721,-0.0221,-1.407,16598,189.2131,950,-0.0475,1.5539,0.1042,-0.4499,90.8927,45
2.419,11.0655,-1.4685,0.2715,-0.7503,-1.4684,-2.212,8855,160.5884,2496,0.8824,0.2973,0.2286,-0.6034,-5.9261,136
0.351,45.4105,0.7911,-1.5279,0.4495,0.7912,-1.0367,11661,170.856,3024,-1.0847,-0.6254,0.2569,-0.7837,-5.9261,179
0.6102,44.2533,-0.9927,0.0175,0.1156,-0.9926,2.7534,10004,166.8705,3190,-0.9692,-0.6508,0.2613,-0.2277,-5.9261,196
-1.3095,29.2202,0.5822,-0.2121,0.4591,0.5823,0.5292,13376,176.5401,765,0.8525,0.3441,0.1047,0.4352,86.2761,27
-1.2132,5.8434,-0.3379,0.4615,-0.2621,-0.3378,0.2905,9381,160.0749,340,-0.4644,0.1181,0.0465,1.0713,93.2361,15
-0.1981,18.1152,-1.6748,1.2774,1.0878,-1.6747,-1.4466,16830,187.0871,1080,0.5761,0.2681,0.1319,-1.153,67.4808,59
-1.1427,-6.7864,0.3153,0.6145,-0.4832,0.3154,0.6704,12960,180.6398,979,1.4498,-0.8244,0.1222,-0.9986,86.2761,47
-1.0401,17.9449,0.7619,0.8939,-0.2902,0.762,1.1508,16544,190.5311,1092,1.6507,0.608,0.1304,1.3256,67.4808,46
0.8443,7.0298,-2.1364,-0.6631,0.698,-2.1363,-0.3778,16744,185.7712,2997,-2.3205,-0.274,0.2411,-1.1507,33.4151,189
1.1187,20.6735,-0.7797,-0.9602,-0.9953,-0.7796,-0.624,14499,179.5344,2156,0.8974,1.9507,0.2222,1.5832,23.8387,109
1.4885,9.0022,-0.4895,-0.7532,-0.0663,-0.4894,1.5608,14094,171.4098,2068,-0.464,-1.8164,0.2316,0.5623,51.474,106
1.7775,21.1438,-0.1114,-0.3976,0.6848,-0.1113,0.0522,8456,150.278,1290,-0.8706,1.0138,0.1724,0.8877,51.474,71
-0.4436,-13.6438,-0.3639,0.5514,-1.1674,-0.3638,-0.8008,10985,171.1114,534,-0.5258,-0.6728,0.0667,-0.7772,90.8927,26
0.7261,2.1361,-0.661,0.4295,-1.1308,-0.6609,-0.0366,8848,156.5128,1330,-0.2149,0.4707,0.1458,-2.0229,74.5113,83
-0.5157,12.2761,-0.5163,0.5317,-1.6868,-0.5162,0.8332,10044,163.0965,2943,-0.6777,-1.45,0.2455,0.3686,4.0693,177
1.1336,19.0179,-0.1298,0.8697,-1.576,-0.1297,-0.7661,9263,156.2961,2756,0.7728,-0.6042,0.243,0.7288,4.0693,169
-0.9377,3.1054,0.3261,0.3949,-1.0707,0.3262,1.2778,11220,167.6145,2247,0.261,2.7323,0.1944,1.5325,33.4151,120
1.7926,24.1793,-1.0441,0.8673,0.5282,-1.044,-2.2631,14040,185.8839,2520,0.6192,-2.3251,0.2264,0.9019,14.0241,164
0.4274,-0.5576,0.8137,-0.6421,0.6637,0.8138,0.0895,15036,178.2361,765,-1.0487,-0.4281,0.1047,0.4433,94.6013,31
-0.6007,2.4945,1.9039,1.459,-0.5815,1.904,0.6305,21756,195.946,2100,-0.1402,1.0972,0.2079,-1.5672,14.0241,142
0.5941,-3.3066,1.8345,-1.3314,-0.4866,1.8346,-1.1175,17670,189.7379,1131,1.325,-0.8706,0.1477,-1.9713,51.474,47
0.7815,43.9799,0.4222,-0.9073,1.5914,0.4223,-1.484,11390,170.7399,1900,-1.2949,0.1915,0.2083,0.6753,33.4151,97
0.7855,29.8361,-1.8968,-0.1852,0.8616,-1.8967,-0.3624,13475,175.2784,560,-0.1002,-1.4402,0.0864,0.2325,99.155,16
0.1933,26.9364,1.1913,-2.1963,-0.1898,1.1914,-0.4321,13728,174.0779,2850,0.1348,-0.8964,0.2174,-1.0423,4.0693,175
-1.4416,41.7091,0.4801,-1.9559,-1.0441,0.4802,1.0732,19992,195.1429,1380,-0.728,1.568,0.1613,-2.0563,42.6577,90
-1.2198,53.7787,0.2008,-0.11,0.1437,0.2009,-0.8363,7897,149.1757,2790,-0.465,0.625,0.3191,-1.9702,-5.9261,179
-0.3684,37.2859,0.7461,-0.4276,0.5874,0.7462,0.8613,10985,167.7358,3024,0.2745,-1.1295,0.2569,-0.68,33.4151,198
-0.1578,41.4651,-2.3181,0.4469,-1.3147,-2.318,1.4738,9982,158.2791,2392,0.2413,1.1556,0.219,0.1119,14.0241,138
-0.2002,-25.0922,0.9276,-1.6155,1.9399,0.9277,0.5981,16065,189.0818,1428,0.4748,1.5646,0.1359,-2.0612,59.776,80
-0.519,10.8368,1.4037,0.959,-0.3444,1.4038,0.2628,15980,186.3731,1183,0.2127,-0.4233,0.1413,-0.3927,51.474,61
0.2725,45.7502,-1.9034,-2.0359,-0.2606,-1.9033,-1.1437,15204,178.9871,2548,-1.7982,0.3025,0.2626,-0.4994,23.8387,150
-0.5907,12.2103,-0.4375,1.2542,0.0498,-0.4374,-1.2165,9617,164.8106,870,1.0437,0.8025,0.1136,-0.011,86.2761,33
-0.1818,17.67,-0.0268,0.5971,-0.7341,-0.0267,-2.4406,10956,166.2693,1196,0.5918,1.6743,0.1398,-0.4302,67.4808,62
-1.0201,9.7457,0.2182,0.9674,-0.0459,0.2183,0.3607,11492,169.7578,2369,1.2129,0.5396,0.2212,-1.0925,4.0693,133
0.3327,22.4478,0.3596,-0.9299,2.464,0.3597,-0.6763,7748,150.5598,2650,2.6243,-0.8784,0.2336,0.2981,14.0241,179
0.1865,-10.6942,1.3272,1.308,-2.3066,1.3273,-1.0117,11592,169.8155,492,0.8211,-0.5972,0.0723,1.55,98.56,22
0.8609,23.2007,-0.0414,1.3134,2.2658,-0.0413,0.3246,8313,164.2169,516,-0.3396,0.0092,0.069,-2.5647,80.7973,28
1.078,39.1,0.652,-2.2955,-0.5363,0.6521,0.2221,13884,174.9289,435,-0.5573,0.0691,0.0568,0.1251,96.3795,17
-0.6748,1.9325,-0.3257,0.4461,-0.2463,-0.3256,0.4768,15980,189.9799,1380,1.2173,-0.4388,0.1613,0.9559,74.5113,52
-1.9388,-9.5619,-0.4837,0.06,1.186,-0.4836,-0.1463,19012,194.5822,546,-1.5075,-1.0686,0.0652,-1.4282,99.155,22
1.5861,-21.6007,-0.2738,0.5966,0.2088,-0.2737,-0.0326,8778,154.6322,1116,0.0695,-0.1382,0.1277,1.7813,67.4808,56
0.3363,7.6589,2.2318,0.8262,-0.583,2.2319,0.1536,10725,165.3081,534,1.2676,0.5797,0.0667,0.9395,99.155,29
-0.2217,45.7579,0.6552,-0.883,-0.6067,0.6553,-0.0302,11952,166.4316,2700,-0.1807,0.6206,0.2294,1.2068,-15.8623,163
-0.4006,-20.7977,1.2066,0.5017,-0.4757,1.2067,1.0823,19206,192.3097,249,0.2139,0.3098,0.0357,-1.4435,78.3879,9
-0.4418,34.031,-1.5689,-0.1984,-1.8867,-1.5688,-0.55,12312,167.3923,864,-0.3856,-1.2069,0.0928,0.2659,99.9547,39
1.4774,33.5887,0.7866,1.2783,-0.622,0.7867,1.2764,11016,159.1389,3080,-1.3016,-1.7894,0.2523,-0.0375,4.0693,203
0.4845,-2.2254,-0.7868,-1.0072,1.0335,-0.7867,-0.6732,9348,161.3745,2700,0.7271,0.45,0.2294,-0.704,33.4151,179
0.7896,-16.322,-1.5457,0.193,-1.5494,-1.5456,0.2915,16456,181.6744,328,-0.748,-0.5487,0.0482,1.385,93.2361,12
-0.6072,30.0961,-1.5245,-1.3884,0.1348,-1.5244,-0.1603,13246,178.7452,3108,0.8318,0.3667,0.25,0.4908,-5.9261,180
-0.1371,8.5164,-0.0907,-0.6621,-1.3189,-0.0906,-0.4621,11022,165.9002,1056,-1.2341,0.0813,0.1134,1.2921,74.5113,54
-0.1614,-16.5377,-0.2861,-1.3635,-0.2302,-0.286,-1.3765,10106,164.042,1710,0.7276,0.2881,0.2088,0.9303,23.8387,81
-0.8486,4.822,-0.2408,0.5832,0.9099,-0.2407,0.5282,10560,165.1209,3220,-0.0282,-0.0206,0.2414,0.1992,4.0693,198
-0.5389,18.9061,1.5417,-0.537,0.7002,1.5418,0.2609,17190,191.108,190,-0.6521,0.4287,0.0208,-0.7022,48.0205,10
0.4859,-7.0204,-1.31,-0.0758,-1.3893,-1.3099,-2.9671,11050,172.4564,425,1.1617,0.3068,0.0581,1.2608,99.7557,18
-0.3609,25.0484,-0.9846,0.3342,-0.4357,-0.9845,-0.1754,13706,178.6425,1260,-0.6772,1.3484,0.1538,0.5789,59.776,58
